query_id;Q0;doc_id;rank;score;standard;relevance
1;Q0;DOC-00269;75;13,759079;BM25;1
1;Q0;DOC-00415;76;13,740499;BM25;0
1;Q0;DOC-01164;77;13,723259;BM25;1
1;Q0;DOC-01160;78;13,690651;BM25;0
1;Q0;DOC-01162;79;13,673567;BM25;1
1;Q0;DOC-00196;80;13,662478;BM25;0
1;Q0;DOC-00418;81;13,653905;BM25;0
1;Q0;DOC-00034;82;13,598079;BM25;0
1;Q0;DOC-01335;83;13,523945;BM25;0
1;Q0;DOC-00821;84;13,493779;BM25;0
1;Q0;DOC-01246;85;13,487141;BM25;0
1;Q0;DOC-00166;86;13,429411;BM25;0
1;Q0;DOC-00524;87;13,337105;BM25;1
1;Q0;DOC-00489;88;13,305645;BM25;0
1;Q0;DOC-00060;89;13,305086;BM25;0
1;Q0;DOC-01427;90;13,286555;BM25;0
1;Q0;DOC-01186;91;13,248883;BM25;0
1;Q0;DOC-00886;92;13,076816;BM25;0
1;Q0;DOC-00711;93;13,076279;BM25;1
1;Q0;DOC-00465;94;13,032411;BM25;1
1;Q0;DOC-00251;95;13,030336;BM25;0
1;Q0;DOC-01383;96;12,968447;BM25;0
1;Q0;DOC-00616;97;12,954554;BM25;0
1;Q0;DOC-01148;98;12,94994;BM25;0
1;Q0;DOC-00221;99;12,919787;BM25;0
1;Q0;DOC-00603;100;12,893491;BM25;1
1;Q0;DOC-00576;101;12,875092;BM25;1
1;Q0;DOC-01314;102;12,874555;BM25;0
1;Q0;DOC-00257;103;12,823048;BM25;0
1;Q0;DOC-00938;104;12,765465;BM25;0
1;Q0;DOC-00256;105;12,737559;BM25;0
1;Q0;DOC-00025;106;12,650825;BM25;0
1;Q0;DOC-00449;107;12,644919;BM25;0
1;Q0;DOC-00077;108;12,638445;BM25;0
1;Q0;DOC-00440;109;12,603246;BM25;0
1;Q0;DOC-01339;110;12,534605;BM25;0
1;Q0;DOC-00604;111;12,479512;BM25;0
1;Q0;DOC-00227;112;12,474583;BM25;0
1;Q0;DOC-00466;113;12,392005;BM25;1
1;Q0;DOC-00546;114;12,368326;BM25;0
1;Q0;DOC-00869;115;12,306937;BM25;1
1;Q0;DOC-01455;116;12,297411;BM25;0
1;Q0;DOC-00038;117;12,292802;BM25;1
1;Q0;DOC-00882;118;12,28911;BM25;0
1;Q0;DOC-01373;119;12,233118;BM25;0
1;Q0;DOC-00548;120;12,225573;BM25;0
1;Q0;DOC-00920;121;12,132809;BM25;0
1;Q0;DOC-01032;122;12,13036;BM25;0
1;Q0;DOC-01436;123;12,080248;BM25;0
1;Q0;DOC-00168;124;12,008884;BM25;0
1;Q0;DOC-00863;125;12,006675;BM25;0
1;Q0;DOC-00125;126;11,933618;BM25;0
1;Q0;DOC-00493;127;11,903623;BM25;0
1;Q0;DOC-00052;128;11,857361;BM25;1
1;Q0;DOC-00596;129;11,854774;BM25;0
1;Q0;DOC-01273;130;11,810329;BM25;0
1;Q0;DOC-00169;131;11,79348;BM25;0
1;Q0;DOC-01028;132;11,747004;BM25;0
1;Q0;DOC-00244;133;11,729006;BM25;0
1;Q0;DOC-00913;134;11,68521;BM25;0
1;Q0;DOC-00680;135;11,683846;BM25;1
1;Q0;DOC-00788;136;11,681823;BM25;0
1;Q0;DOC-00234;137;11,680434;BM25;0
1;Q0;DOC-01440;138;11,680434;BM25;0
1;Q0;DOC-00551;139;11,674807;BM25;0
1;Q0;DOC-01393;140;11,669115;BM25;0
1;Q0;DOC-00861;141;11,570979;BM25;0
1;Q0;DOC-01432;142;11,54759;BM25;0
1;Q0;DOC-00747;143;11,52357;BM25;0
1;Q0;DOC-00417;144;11,513151;BM25;0
1;Q0;DOC-00746;145;11,511425;BM25;0
1;Q0;DOC-00215;146;11,507233;BM25;1
1;Q0;DOC-01046;147;11,504787;BM25;0
1;Q0;DOC-00255;148;11,432417;BM25;0
1;Q0;DOC-01051;149;11,39815;BM25;0
1;Q0;DOC-00342;150;11,380323;BM25;0
1;Q0;DOC-00536;151;11,370177;BM25;0
1;Q0;DOC-00147;152;11,366221;BM25;0
1;Q0;DOC-01429;153;11,344035;BM25;0
1;Q0;DOC-01321;154;11,31784;BM25;0
1;Q0;DOC-00940;155;11,290602;BM25;0
1;Q0;DOC-00765;156;11,269297;BM25;0
1;Q0;DOC-00016;157;11,256197;BM25;0
1;Q0;DOC-00614;158;11,251842;BM25;0
1;Q0;DOC-00757;159;11,229749;BM25;0
1;Q0;DOC-01245;160;11,213624;BM25;0
1;Q0;DOC-00495;161;11,178311;BM25;0
1;Q0;DOC-00814;162;11,09212;BM25;0
1;Q0;DOC-00947;163;11,071074;BM25;0
1;Q0;DOC-00090;164;11,024289;BM25;0
1;Q0;DOC-00666;165;11,012199;BM25;0
1;Q0;DOC-00068;166;10,992847;BM25;0
1;Q0;DOC-00664;167;10,950849;BM25;0
1;Q0;DOC-00121;168;10,909655;BM25;0
1;Q0;DOC-00177;169;10,861695;BM25;0
1;Q0;DOC-00042;170;10,848728;BM25;1
1;Q0;DOC-00652;171;10,844361;BM25;0
1;Q0;DOC-00782;172;10,809781;BM25;0
1;Q0;DOC-00986;173;10,768149;BM25;0
1;Q0;DOC-00550;174;10,755479;BM25;0
1;Q0;DOC-00238;175;10,730915;BM25;0
1;Q0;DOC-01061;176;10,717142;BM25;0
1;Q0;DOC-01211;177;10,66439;BM25;0
1;Q0;DOC-00225;178;10,647202;BM25;0
1;Q0;DOC-01197;179;10,608057;BM25;0
1;Q0;DOC-00770;180;10,593622;BM25;0
1;Q0;DOC-00306;181;10,564733;BM25;0
1;Q0;DOC-00784;182;10,56472;BM25;0
1;Q0;DOC-00921;183;10,550228;BM25;0
1;Q0;DOC-00640;184;10,538848;BM25;0
1;Q0;DOC-00247;185;10,52335;BM25;0
1;Q0;DOC-00609;186;10,519556;BM25;0
1;Q0;DOC-00953;187;10,519414;BM25;0
1;Q0;DOC-00385;188;10,431851;BM25;0
1;Q0;DOC-01431;189;10,418651;BM25;0
1;Q0;DOC-00773;190;10,390179;BM25;0
1;Q0;DOC-00389;191;10,381753;BM25;0
1;Q0;DOC-01395;192;10,347542;BM25;0
1;Q0;DOC-00409;193;10,312592;BM25;0
1;Q0;DOC-00839;194;10,311013;BM25;0
1;Q0;DOC-01008;195;10,280787;BM25;0
1;Q0;DOC-00339;196;10,275243;BM25;0
1;Q0;DOC-00264;197;10,256968;BM25;0
1;Q0;DOC-00401;198;10,248757;BM25;0
1;Q0;DOC-00412;199;10,233575;BM25;0
1;Q0;DOC-00506;200;10,164884;BM25;0
1;Q0;DOC-00691;201;10,156323;BM25;0
1;Q0;DOC-00471;202;10,151023;BM25;0
1;Q0;DOC-00725;203;10,147912;BM25;0
1;Q0;DOC-01268;204;10,128109;BM25;0
1;Q0;DOC-00775;205;10,116836;BM25;0
1;Q0;DOC-00901;206;10,093886;BM25;0
1;Q0;DOC-01044;207;10,044821;BM25;0
1;Q0;DOC-01165;208;10,024218;BM25;0
1;Q0;DOC-00875;209;10,016818;BM25;0
1;Q0;DOC-01404;210;10,010614;BM25;0
1;Q0;DOC-00110;211;10,007276;BM25;0
1;Q0;DOC-01089;212;9,973823;BM25;0
1;Q0;DOC-00819;213;9,966594;BM25;0
1;Q0;DOC-00448;214;9,94204;BM25;0
1;Q0;DOC-00662;215;9,891714;BM25;0
1;Q0;DOC-00170;216;9,887352;BM25;0
1;Q0;DOC-01049;217;9,8848;BM25;0
1;Q0;DOC-00803;218;9,881771;BM25;0
1;Q0;DOC-01418;219;9,869118;BM25;0
1;Q0;DOC-01206;220;9,866216;BM25;0
1;Q0;DOC-00797;221;9,864345;BM25;0
1;Q0;DOC-01276;222;9,85658;BM25;0
1;Q0;DOC-00131;223;9,855786;BM25;0
1;Q0;DOC-00544;224;9,830819;BM25;0
1;Q0;DOC-00008;225;9,826791;BM25;0
1;Q0;DOC-00160;226;9,752203;BM25;0
1;Q0;DOC-01349;227;9,737453;BM25;0
1;Q0;DOC-00804;228;9,728407;BM25;0
1;Q0;DOC-00641;229;9,723119;BM25;0
1;Q0;DOC-00192;230;9,722963;BM25;1
1;Q0;DOC-00927;231;9,665983;BM25;0
1;Q0;DOC-00697;232;9,63011;BM25;0
1;Q0;DOC-00323;233;9,610795;BM25;0
1;Q0;DOC-00351;234;9,604289;BM25;0
1;Q0;DOC-00622;235;9,594712;BM25;0
1;Q0;DOC-00271;236;9,574505;BM25;0
1;Q0;DOC-00559;237;9,571627;BM25;0
1;Q0;DOC-00156;238;9,569143;BM25;0
1;Q0;DOC-00172;239;9,548414;BM25;0
1;Q0;DOC-00365;240;9,525177;BM25;0
1;Q0;DOC-01235;241;9,519999;BM25;0
1;Q0;DOC-00193;242;9,460995;BM25;1
1;Q0;DOC-00226;243;9,442942;BM25;0
1;Q0;DOC-00663;244;9,416516;BM25;0
1;Q0;DOC-01334;245;9,406362;BM25;0
1;Q0;DOC-01357;246;9,378307;BM25;0
1;Q0;DOC-00382;247;9,367513;BM25;0
1;Q0;DOC-01182;248;9,344394;BM25;0
1;Q0;DOC-01216;249;9,343145;BM25;0
1;Q0;DOC-01277;250;9,342828;BM25;0
1;Q0;DOC-00904;251;9,299544;BM25;0
1;Q0;DOC-00391;252;9,283131;BM25;0
1;Q0;DOC-00745;253;9,253744;BM25;0
1;Q0;DOC-00198;254;9,217949;BM25;0
1;Q0;DOC-00100;255;9,207192;BM25;0
1;Q0;DOC-01234;256;9,186438;BM25;0
1;Q0;DOC-00135;257;9,184159;BM25;0
1;Q0;DOC-00796;258;9,130534;BM25;0
1;Q0;DOC-01330;259;9,128532;BM25;0
1;Q0;DOC-00930;260;9,104461;BM25;0
1;Q0;DOC-00573;261;9,082914;BM25;0
1;Q0;DOC-01363;262;9,0514;BM25;0
1;Q0;DOC-01232;263;9,040402;BM25;0
1;Q0;DOC-00716;264;9,024097;BM25;0
1;Q0;DOC-01416;265;9,008602;BM25;0
1;Q0;DOC-00420;266;9,008354;BM25;0
1;Q0;DOC-00053;267;8,986948;BM25;0
1;Q0;DOC-01364;268;8,952005;BM25;0
1;Q0;DOC-00865;269;8,868921;BM25;0
1;Q0;DOC-01172;270;8,839542;BM25;0
1;Q0;DOC-00340;271;8,811479;BM25;0
1;Q0;DOC-00485;272;8,811225;BM25;0
1;Q0;DOC-00762;273;8,781463;BM25;0
1;Q0;DOC-00948;274;8,779418;BM25;0
1;Q0;DOC-00467;275;8,776519;BM25;0
1;Q0;DOC-00918;276;8,760794;BM25;0
1;Q0;DOC-00043;277;8,757065;BM25;1
1;Q0;DOC-00655;278;8,751327;BM25;0
1;Q0;DOC-00106;279;8,66957;BM25;0
1;Q0;DOC-00154;280;8,646181;BM25;0
1;Q0;DOC-01070;281;8,641103;BM25;0
1;Q0;DOC-01018;282;8,571736;BM25;0
1;Q0;DOC-01219;283;8,527429;BM25;0
1;Q0;DOC-00403;284;8,511312;BM25;0
1;Q0;DOC-01009;285;8,451969;BM25;0
1;Q0;DOC-00381;286;8,42294;BM25;0
1;Q0;DOC-00624;287;8,419487;BM25;0
1;Q0;DOC-00099;288;8,416261;BM25;0
1;Q0;DOC-00562;289;8,414147;BM25;0
1;Q0;DOC-01398;290;8,374265;BM25;0
1;Q0;DOC-01338;291;8,371958;BM25;0
1;Q0;DOC-01042;292;8,365139;BM25;0
1;Q0;DOC-00374;293;8,349649;BM25;0
1;Q0;DOC-00089;294;8,348244;BM25;0
1;Q0;DOC-01400;295;8,339734;BM25;0
1;Q0;DOC-00605;296;8,334961;BM25;0
1;Q0;DOC-00613;297;8,315665;BM25;0
1;Q0;DOC-00499;298;8,307449;BM25;0
1;Q0;DOC-00254;299;8,241264;BM25;0
1;Q0;DOC-00873;300;8,240595;BM25;0
1;Q0;DOC-00566;301;8,225037;BM25;0
1;Q0;DOC-01407;302;8,223973;BM25;0
1;Q0;DOC-01266;303;8,206317;BM25;0
1;Q0;DOC-00592;304;8,1347;BM25;0
1;Q0;DOC-00013;305;8,11337;BM25;0
1;Q0;DOC-00656;306;8,09543;BM25;0
1;Q0;DOC-00348;307;8,078717;BM25;0
1;Q0;DOC-00957;308;8,036533;BM25;0
1;Q0;DOC-01419;309;8,016327;BM25;0
1;Q0;DOC-00580;310;8,004058;BM25;0
1;Q0;DOC-00320;311;8,003526;BM25;1
1;Q0;DOC-00163;312;7,999833;BM25;0
1;Q0;DOC-00112;313;7,979869;BM25;0
1;Q0;DOC-00634;314;7,965717;BM25;0
1;Q0;DOC-00532;315;7,949089;BM25;0
1;Q0;DOC-00659;316;7,946631;BM25;0
1;Q0;DOC-00643;317;7,936714;BM25;0
1;Q0;DOC-00035;318;7,918016;BM25;1
1;Q0;DOC-01237;319;7,856543;BM25;0
1;Q0;DOC-00636;320;7,844824;BM25;0
1;Q0;DOC-00349;321;7,842985;BM25;0
1;Q0;DOC-01097;322;7,799131;BM25;0
1;Q0;DOC-01052;323;7,790454;BM25;0
1;Q0;DOC-01414;324;7,788831;BM25;0
1;Q0;DOC-01275;325;7,744003;BM25;0
1;Q0;DOC-00733;326;7,706224;BM25;0
1;Q0;DOC-00600;327;7,701217;BM25;0
1;Q0;DOC-00071;328;7,686682;BM25;0
1;Q0;DOC-00397;329;7,637425;BM25;0
1;Q0;DOC-00229;330;7,63694;BM25;0
1;Q0;DOC-00951;331;7,618384;BM25;0
1;Q0;DOC-00216;332;7,605807;BM25;0
1;Q0;DOC-00611;333;7,597637;BM25;0
1;Q0;DOC-00217;334;7,551704;BM25;0
1;Q0;DOC-00500;335;7,535091;BM25;0
1;Q0;DOC-00898;336;7,532563;BM25;0
1;Q0;DOC-00123;337;7,477517;BM25;0
1;Q0;DOC-00554;338;7,45859;BM25;0
1;Q0;DOC-00176;339;7,455193;BM25;0
1;Q0;DOC-00848;340;7,414585;BM25;0
1;Q0;DOC-00314;341;7,403102;BM25;0
1;Q0;DOC-01415;342;7,402811;BM25;0
1;Q0;DOC-00706;343;7,373516;BM25;0
1;Q0;DOC-01151;344;7,362778;BM25;0
1;Q0;DOC-00141;345;7,35005;BM25;0
1;Q0;DOC-01408;346;7,33183;BM25;0
1;Q0;DOC-00713;347;7,302523;BM25;0
1;Q0;DOC-00760;348;7,277417;BM25;0
1;Q0;DOC-01365;349;7,266737;BM25;0
1;Q0;DOC-00488;350;7,258391;BM25;0
1;Q0;DOC-00894;351;7,248758;BM25;1
1;Q0;DOC-00628;352;7,246097;BM25;0
1;Q0;DOC-00552;353;7,233123;BM25;0
1;Q0;DOC-01351;354;7,228541;BM25;0
1;Q0;DOC-00298;355;7,225763;BM25;0
1;Q0;DOC-00120;356;7,199129;BM25;0
1;Q0;DOC-00884;357;7,189309;BM25;0
1;Q0;DOC-01261;358;7,175856;BM25;0
1;Q0;DOC-00330;359;7,174655;BM25;0
1;Q0;DOC-00010;360;7,16783;BM25;0
1;Q0;DOC-00903;361;7,158336;BM25;0
1;Q0;DOC-00336;362;7,150335;BM25;0
1;Q0;DOC-00564;363;7,126713;BM25;0
1;Q0;DOC-01157;364;7,104663;BM25;0
1;Q0;DOC-00012;365;7,0962;BM25;0
1;Q0;DOC-00668;366;7,087555;BM25;0
1;Q0;DOC-01149;367;7,084341;BM25;0
1;Q0;DOC-00758;368;7,06144;BM25;0
1;Q0;DOC-01147;369;7,039653;BM25;0
1;Q0;DOC-00522;370;7,02629;BM25;0
1;Q0;DOC-01059;371;7,024791;BM25;0
1;Q0;DOC-01048;372;7,010818;BM25;0
1;Q0;DOC-00093;373;6,989765;BM25;0
1;Q0;DOC-00954;374;6,98794;BM25;0
1;Q0;DOC-00964;375;6,983751;BM25;0
1;Q0;DOC-01129;376;6,973303;BM25;0
1;Q0;DOC-00585;377;6,964385;BM25;0
1;Q0;DOC-00607;378;6,953913;BM25;0
1;Q0;DOC-00949;379;6,951395;BM25;0
1;Q0;DOC-00421;380;6,950481;BM25;0
1;Q0;DOC-00594;381;6,928117;BM25;0
1;Q0;DOC-00962;382;6,912446;BM25;0
1;Q0;DOC-00345;383;6,903845;BM25;0
1;Q0;DOC-00975;384;6,888069;BM25;0
1;Q0;DOC-01396;385;6,882499;BM25;0
1;Q0;DOC-00897;386;6,866685;BM25;0
1;Q0;DOC-00202;387;6,865412;BM25;0
1;Q0;DOC-00805;388;6,861698;BM25;0
1;Q0;DOC-00785;389;6,848729;BM25;0
1;Q0;DOC-01015;390;6,837525;BM25;0
1;Q0;DOC-00970;391;6,836761;BM25;0
1;Q0;DOC-00313;392;6,812137;BM25;0
1;Q0;DOC-00515;393;6,776613;BM25;0
1;Q0;DOC-01453;394;6,751668;BM25;0
1;Q0;DOC-00058;395;6,735526;BM25;0
1;Q0;DOC-00712;396;6,725207;BM25;0
1;Q0;DOC-00939;397;6,706521;BM25;0
1;Q0;DOC-00756;398;6,697809;BM25;0
1;Q0;DOC-01136;399;6,683909;BM25;0
1;Q0;DOC-00002;400;6,674489;BM25;0
1;Q0;DOC-00674;401;6,651554;BM25;0
1;Q0;DOC-01212;402;6,634604;BM25;0
1;Q0;DOC-00095;403;6,625595;BM25;0
1;Q0;DOC-00460;404;6,619874;BM25;0
1;Q0;DOC-01257;405;6,613806;BM25;0
1;Q0;DOC-00776;406;6,605894;BM25;0
1;Q0;DOC-01024;407;6,570127;BM25;0
1;Q0;DOC-00092;408;6,569328;BM25;0
1;Q0;DOC-00503;409;6,564885;BM25;0
1;Q0;DOC-00486;410;6,548623;BM25;0
1;Q0;DOC-00660;411;6,543287;BM25;0
1;Q0;DOC-00707;412;6,462238;BM25;0
1;Q0;DOC-00679;413;6,429146;BM25;0
1;Q0;DOC-01038;414;6,411839;BM25;0
1;Q0;DOC-00701;415;6,389369;BM25;0
1;Q0;DOC-01056;416;6,351588;BM25;0
1;Q0;DOC-01241;417;6,350777;BM25;0
1;Q0;DOC-01040;418;6,336846;BM25;0
1;Q0;DOC-00161;419;6,300439;BM25;0
1;Q0;DOC-00608;420;6,280627;BM25;0
1;Q0;DOC-00638;421;6,275092;BM25;0
1;Q0;DOC-01213;422;6,264826;BM25;0
1;Q0;DOC-01458;423;6,254599;BM25;0
1;Q0;DOC-01188;424;6,247528;BM25;0
1;Q0;DOC-00950;425;6,224435;BM25;0
1;Q0;DOC-01309;426;6,187646;BM25;0
1;Q0;DOC-00098;427;6,186074;BM25;0
1;Q0;DOC-00096;428;6,172851;BM25;0
1;Q0;DOC-00143;429;6,170226;BM25;0
1;Q0;DOC-00326;430;6,144353;BM25;0
1;Q0;DOC-01173;431;6,130737;BM25;0
1;Q0;DOC-01342;432;6,128728;BM25;0
1;Q0;DOC-00064;433;6,120125;BM25;0
1;Q0;DOC-00645;434;6,113289;BM25;0
1;Q0;DOC-00153;435;6,108589;BM25;0
1;Q0;DOC-00584;436;6,103152;BM25;0
1;Q0;DOC-00956;437;6,080267;BM25;0
1;Q0;DOC-00104;438;6,064978;BM25;0
1;Q0;DOC-01041;439;6,05014;BM25;0
1;Q0;DOC-00698;440;6,049446;BM25;0
1;Q0;DOC-00530;441;6,044535;BM25;0
1;Q0;DOC-00369;442;6,016704;BM25;0
1;Q0;DOC-00919;443;5,974911;BM25;0
1;Q0;DOC-00126;444;5,942109;BM25;0
1;Q0;DOC-00136;445;5,941547;BM25;0
1;Q0;DOC-00665;446;5,933388;BM25;0
1;Q0;DOC-00325;447;5,93189;BM25;0
1;Q0;DOC-00423;448;5,920346;BM25;0
1;Q0;DOC-01074;449;5,909993;BM25;0
1;Q0;DOC-01255;450;5,894958;BM25;0
1;Q0;DOC-00832;451;5,888101;BM25;0
1;Q0;DOC-01178;452;5,878126;BM25;0
1;Q0;DOC-01425;453;5,876564;BM25;0
1;Q0;DOC-01150;454;5,869437;BM25;0
1;Q0;DOC-00029;455;5,86418;BM25;0
1;Q0;DOC-00677;456;5,857137;BM25;0
1;Q0;DOC-01403;457;5,833269;BM25;0
1;Q0;DOC-01095;458;5,82985;BM25;0
1;Q0;DOC-00752;459;5,829274;BM25;0
1;Q0;DOC-00214;460;5,823646;BM25;0
1;Q0;DOC-01138;461;5,822798;BM25;0
1;Q0;DOC-00993;462;5,819997;BM25;0
1;Q0;DOC-01210;463;5,784711;BM25;0
1;Q0;DOC-00315;464;5,739904;BM25;0
1;Q0;DOC-01421;465;5,733653;BM25;0
1;Q0;DOC-00739;466;5,72539;BM25;0
1;Q0;DOC-00825;467;5,717979;BM25;0
1;Q0;DOC-00047;468;5,71783;BM25;0
1;Q0;DOC-01308;469;5,711227;BM25;0
1;Q0;DOC-00513;470;5,699139;BM25;0
1;Q0;DOC-00197;471;5,691755;BM25;0
1;Q0;DOC-00587;472;5,687907;BM25;0
1;Q0;DOC-00419;473;5,598015;BM25;0
1;Q0;DOC-00895;474;5,57846;BM25;0
1;Q0;DOC-00549;475;5,577508;BM25;0
1;Q0;DOC-01399;476;5,565803;BM25;0
1;Q0;DOC-01253;477;5,5571;BM25;0
1;Q0;DOC-01311;478;5,552221;BM25;0
1;Q0;DOC-00721;479;5,541173;BM25;0
1;Q0;DOC-00862;480;5,536003;BM25;0
1;Q0;DOC-00021;481;5,524776;BM25;0
1;Q0;DOC-00541;482;5,511314;BM25;1
1;Q0;DOC-01119;483;5,502453;BM25;0
1;Q0;DOC-00523;484;5,4998;BM25;0
1;Q0;DOC-01389;485;5,496663;BM25;0
1;Q0;DOC-00639;486;5,494333;BM25;0
1;Q0;DOC-00263;487;5,488144;BM25;0
1;Q0;DOC-00800;488;5,478551;BM25;0
1;Q0;DOC-00699;489;5,472579;BM25;0
1;Q0;DOC-00718;490;5,462338;BM25;0
1;Q0;DOC-01405;491;5,437931;BM25;0
1;Q0;DOC-01459;492;5,435094;BM25;0
1;Q0;DOC-00654;493;5,434997;BM25;0
1;Q0;DOC-01346;494;5,415815;BM25;0
1;Q0;DOC-00327;495;5,407208;BM25;0
1;Q0;DOC-00187;496;5,396703;BM25;0
1;Q0;DOC-00444;497;5,379843;BM25;0
1;Q0;DOC-01098;498;5,37932;BM25;0
1;Q0;DOC-00353;499;5,363814;BM25;0
1;Q0;DOC-00086;500;5,354513;BM25;1
1;Q0;DOC-00049;501;5,318657;BM25;0
1;Q0;DOC-00856;502;5,3038;BM25;0
1;Q0;DOC-01230;503;5,287348;BM25;0
1;Q0;DOC-00107;504;5,285323;BM25;0
1;Q0;DOC-00296;505;5,276056;BM25;0
1;Q0;DOC-01243;506;5,257326;BM25;0
1;Q0;DOC-01169;507;5,230618;BM25;0
1;Q0;DOC-00399;508;5,215169;BM25;0
1;Q0;DOC-00806;509;5,190362;BM25;0
1;Q0;DOC-00011;510;5,181463;BM25;0
1;Q0;DOC-00370;511;5,175998;BM25;0
1;Q0;DOC-00482;512;5,175257;BM25;1
1;Q0;DOC-01141;513;5,163916;BM25;0
1;Q0;DOC-01105;514;5,142727;BM25;0
1;Q0;DOC-00799;515;5,135788;BM25;0
1;Q0;DOC-00456;516;5,133031;BM25;0
1;Q0;DOC-01231;517;5,123854;BM25;0
1;Q0;DOC-00842;518;5,122089;BM25;0
1;Q0;DOC-00428;519;5,120015;BM25;0
1;Q0;DOC-00795;520;5,115546;BM25;0
1;Q0;DOC-00472;521;5,114691;BM25;0
1;Q0;DOC-01181;522;5,087822;BM25;0
1;Q0;DOC-00303;523;5,071474;BM25;0
1;Q0;DOC-00085;524;5,071019;BM25;0
1;Q0;DOC-01318;525;5,064383;BM25;0
1;Q0;DOC-00250;526;5,060036;BM25;0
1;Q0;DOC-00807;527;5,054439;BM25;0
1;Q0;DOC-00627;528;5,044994;BM25;0
1;Q0;DOC-00568;529;5,02844;BM25;0
1;Q0;DOC-01433;530;5,024193;BM25;0
1;Q0;DOC-00877;531;5,0209;BM25;0
1;Q0;DOC-00376;532;5,016464;BM25;0
1;Q0;DOC-01252;533;5,000693;BM25;0
1;Q0;DOC-00373;534;4,989542;BM25;0
1;Q0;DOC-00777;535;4,975932;BM25;0
1;Q0;DOC-00492;536;4,97502;BM25;0
